GS Paper,Title,Content
GS2,Anti-Irish sentiment,"Anti-Irish sentiment, also Hibernophobia, is bigotry against the Irish people or individuals. It can include hatred, oppression, persecution, as well as simple discrimination. Generally, it could be bigotry against people from the island of Ireland, the Republic of Ireland, or Northern Ireland. Specifically, it could be directed against Irish immigrants, or their descendants, throughout the world, who are known as the Irish diaspora.
It occurred in the Middle Ages, the Early Modern Age and the Age of Enlightenment. Also instances recorded during Irish immigration to Great Britain, North America, and Australia are notable. Anti-Irish sentiment can include internal conflict dealing with social, racial and cultural discrimination within Ireland itself. Sectarianism and cultural, religious or political conflicts are referred to as the Troubles in Northern Ireland.

Perspective
Hostility increased towards the Irish over the centuries, as they steadfastly remained Roman Catholic despite the fact that Edward VI and subsequent rulers used coercion to convert them to Protestantism. The religious majority of the Irish nation was ruled by a religious minority, leading to perennial social conflict. During the Great Famine in the middle of the 19th century, some evangelical Protestants sought to convert the starving Catholics as part of their relief efforts.

History
Pre-Modern era
Negative English attitudes towards the Gaelic Irish and their culture date as far back as the reign of Henry II of England. In 1155, Pope Adrian IV (himself an Englishman) issued the papal bull called Laudabiliter, that gave Henry permission to conquer Ireland as a means of strengthening the Papacy's control over the Irish Church, although the very existence of the bull is disputed by modern historians. Pope Adrian called the Irish a ""rude and barbarous"" nation. The Norman invasion of Ireland began in 1169 with the backing of Pope Alexander III, who was Pope at the time of the invasion and ratified th"
GS2,United Nations special rapporteur,"Special rapporteur (or independent expert) is the title given to independent human rights experts whose expertise is called upon by the United Nations (UN) to report or advise on human rights from a thematic or country-specific perspective.
Depending on the specific mandate, there can also be working groups composed of an independent expert from each of the five UN regional groupings: Africa, Asia, Latin America and the Caribbean, Eastern Europe, and the Western group. Their work falls within the scope of ""special procedure"" mechanisms under the United Nations Human Rights Council, and their contributions can advance human rights through a variety of activities, including, but not limited to improving access to redress, policy reform, mainstreaming human rights, raising human rights awareness, and acting to prevent or cease rights violations. 
The mandate by the United Nations has been to ""examine, monitor, advise, and publicly report"" on human rights problems through ""activities undertaken by special procedures, including responding to individual complaints, psychological operations and manipulation via the controlled media and academia, conducting studies, providing advice on technical cooperation at the country level, and engaging in general promotional activities.""

Appointment authority
Appointed by the Human Rights Council of the UN, these mandate-holders act independently of governments and as such play an important role in monitoring sovereign nations and democratically elected governments and policies. The earliest such appointment was the 1980 Working Group on Enforced or Involuntary Disappearances responding to Commission on Human Rights resolution 20 (XXXVI). The first special rapporteur, responsible for monitoring extrajudicial, summary or arbitrary executions, began work in 1982 following the approval of Commission on Human Rights Resolution 1982/35.
Rapporteurs do not receive any financial compensation for their work from the United Nations, though th"
GS2,ISO 18000,"ISO/IEC 18000, an international standard that describes a series of diverse RFID technologies, each using a unique frequency range
OHSAS 18001, an internationally used OHSAS Project Group standard for occupational health and safety management systems, sometimes erroneously cited as an ISO standard"
GS2,International Noble Gas Experiment,"The International Noble Gas Experiment (INGE) was formed in 1999 as an informal expert's group of developers of radioactive xenon measurement systems for the International Monitoring System for the Comprehensive Nuclear-Test-Ban Treaty (CTBT) (signed in 1997, but which has not entered into force).  The group originally consisted of research and development groups from Germany, France, Russia, Sweden, and the United States, as well as personnel from Provisional Technical Secretariat of the Preparatory Commission for the Comprehensive Nuclear-Test-Ban Treaty Organization CTBTO.
The INGE group was formed to test aspects of measuring xenon fission product radionuclides released by nuclear explosions.  The systems developed and participating in the INGE measure xenon isotopes in the atmosphere and includes 131mXe, 133Xe, 133mXe, and 135Xe.
Since the INGE was formed in 1999, the group has expanded somewhat and now includes R&D and operational groups from many locations around the world.  Although there is no official list of INGE members, the group is informally composed of scientists, engineers, and others from Argentina, Austria, Australia, Canada, China, France, Germany, Japan, Norway, South Korea, Sweden, Russia, the United States, and several other countries.  These members regularly contribute to better understanding radioactive xenon measurements through operation of samplers, measurements of background at various locations, creation of data analysis routines, etc.
Staff from the preparatory commission of the CTBTO oversaw the experiment, with technical assistance from a German group of noble gas experts from the BfS in Freiburg, Germany.  As of 2009, the experiment was still on-going, and so far it had consisted of 3 phases:

INGE Phase 1
The first phase of the INGE experiment took place in the laboratories.  Four systems were developed to the point that they could measure xenon concentrations to specifications laid out by the CTBTO Preparatory Commission.

INGE P"
GS2,Palestinian right to resist,"This page is subject to the extended confirmed restriction related to the Arab-Israeli conflict.
The Palestinians' right to resist is a significant issue deeply rooted in the ongoing conflict between Israel and Palestine, particularly in relation to the Israeli occupation of Palestinian territories. This right, recognized under international law, is based on the principle of self-determination for all peoples under foreign and colonial rule.
Under international law the right to resist excludes recourse to violence against civilians.

Right to armed resistance
Legal basis for the right to resist
Palestinians have a recognized right under international law to resist Israeli occupation under Protocol I of the Geneva Conventions. This right is affirmed in the context of the right of self-determination of all peoples under foreign and colonial rule. The United Nations General Assembly (UNGA) has expressly affirmed the right of Palestinians to resist Israeli military occupation, including through armed struggle. General Assembly resolution A/RES/38/17 (22/11/1983) stated that it ""Reaffirms the legitimacy of the struggle of peoples for their independence, territorial integrity, national unity and liberation from colonial domination, apartheid and foreign occupation by all available means, including armed struggle"".

The right to self-defense
The question of self-defense in the Israeli-Palestinian conflict is complex. Advocates argue that if Israel has the right to defend itself by launching airstrikes that destroy Palestinian homes, educational institutions, medical facilities and religious sites, then surely the Palestinians have the right to defend themselves from Israeli and settler violence.

Right to non-armed resistance
See also
Palestinian self-determination
Watermelon (Palestinian symbol)
Palestinian right of return
Israel-Hamas war
2024 Beijing Declaration

Notes
References
Falk, Richard (2002). ""Azmi Bishara, the Right of Resistance, and the Palestinian Ordeal"". "
GS2,Regional organisations by country,"This table lists the regional organisations each country is a member of.

Table
List


== References =="
GS2,Bad faith,"Bad faith (Latin: mala fides) is a sustained form of deception which consists of entertaining or pretending to entertain one set of feelings while acting as if influenced by another. It is associated with hypocrisy, breach of contract, affectation, and lip service. It may involve intentional deceit of others, or self-deception.
Some examples of bad faith include: soldiers waving a white flag and then firing when their enemy approaches to take prisoners (cf. perfidy); a company representative who negotiates with union workers while having no intent of compromising; a prosecutor who argues a legal position that he knows to be false; and an insurer who uses language and reasoning which are deliberately misleading in order to deny a claim.
In philosophy, after Jean-Paul Sartre's analysis of the concepts of self-deception and bad faith, the latter concept has been examined in specialized fields as it pertains to self-deception as two semi-independently acting minds within one mind, with one deceiving the other. Bad faith may be viewed in some cases to not involve deception, as in some kinds of hypochondria with actual physical manifestations. There is a question about the truth or falsity of statements made in bad faith self-deception; for example, the veracity of a hypochondriac making a complaint about their psychosomatic condition.
Bad faith has been used as a term of art in diverse areas involving feminism, racial supremacism, political negotiation, insurance claims processing, intentionality, ethics, existentialism, climate change denial, and the law.

Definition
In the book Being and Nothingness (1943), the philosopher Jean-Paul Sartre defined bad faith (Fr. mauvaise foi) as the action of a person hiding the truth from him- or herself. That ""the one to whom the lie is told and the one who lies are one and the same person, which means that I must know the truth, in my capacity as [the] deceiver, though [the truth] is hidden from me in my capacity as the one deceived"
GS2,South-East European Cooperation Process,"The South-East European Cooperation Process (SEECP) was launched on Bulgaria's initiative in 1996. At the Bulgaria-chaired meeting in Sofia, the Southeast Europe (SEE) countries laid the foundations for regional co-operation for the purposes of creating an atmosphere of trust, good neighbourly relations and stability.
A special characteristic of SEECP is that it is an original form of co-operation among the countries in the region launched on their own initiative, and not on the initiative of some other international organisation or countries. In that regard, the SEECP seeks to define itself as an authentic voice of SEE, complementary to the Stability Pact, Southeast European Cooperative Initiative or the Stabilisation and Association Process.
The basic goals of regional co-operation within SEECP include the strengthening of security and the political situation, intensification of economic relations and co-operation in the areas of human resources, democracy, justice, and battle against illegal activities. It is the intention of the SEECP to enable its members to approach the European and Euro-Atlantic structures through the strengthening of good neighbourly relations and transformation of the region into an area of peace and stability.

Membership
Founding members:
 Albania
 Bosnia and Herzegovina
 Bulgaria
 Greece
 North Macedonia
 Romania
 Serbia (joined as Serbia and Montenegro)
 Turkey
Joined later:
 Croatia (2005)
 Moldova (2006)
 Montenegro (2007)
 Slovenia (2010)
 Kosovo (2014)

Structure
The SEECP is a regional non-institutionalised process co-ordinated by the presiding country. The SEECP presidency lasts for one year and is rotated among the members. The presiding country presents the Process at international meetings and hosts the annual meeting of heads of state and government, foreign ministers meeting and a number of annual meetings of political directors. Depending on the situation, the presiding country may call extraordinary meetings. Representative"
GS2,Asylum seeker,"An asylum seeker is a person who leaves their country of residence, enters another country, and makes in that other country a formal application for the right of asylum according to the Universal Declaration of Human Rights Article 14. A person keeps the status of asylum seeker until the right of asylum application has concluded.
The relevant immigration authorities of the country of asylum determine whether the asylum seeker will be granted the right of asylum protection or whether asylum will be refused and the asylum seeker becomes an illegal immigrant who may be asked to leave the country and may even be deported in line with non-refoulement. Signatories to the Universal Declaration of Human Rights create their own policies for assessing the protection status of asylum seekers, and the proportion of asylum applicants who are accepted or rejected varies each year from country to country.
The asylum seeker may be simultaneously recognized as a refugee and given refugee status if their circumstances fall into the definition of refugee according to the Convention relating to the Status of Refugees or regionally applicable refugee laws—such as the European Convention on Human Rights, if within the European Union.
The terms asylum seeker, refugee and illegal immigrant are often confused. In North American English, the term asylee is used both for an asylum seeker, as defined above, and a person whose right of asylum has been granted.

Asylum and protection
The right of asylum according to the Article 14 of Universal Declaration of Human Rights:

1. Everyone has the right to seek and to enjoy in other countries asylum from persecution.
2. This right may not be invoked in the case of prosecutions genuinely arising from non-political crimes or from acts contrary to the purposes and principles of the United Nations.

Asylum seekers who have committed crimes against peace, a war crime or a crime against humanity, or other non-political crimes, or whose actions are contrary"
GS2,Blue Flag beach,"The Blue Flag is a certification by the Foundation for Environmental Education (FEE) that a beach, marina, or sustainable boating tourism operator meets its standards. The Blue Flag is a trademark owned by FEE, which is a not-for-profit, non-governmental organisation consisting of more than 100 organisations spreading 81 countries.
FEE's Blue Flag criteria include standards for quality, safety, environmental education and information, the provision of services, and general environmental management. The Blue Flag is hence sought as an indication of high environmental and quality standards.
Certificates, which FEE refers to as awards, are issued on an annual basis to beaches and marinas of FEE member countries by the Blue Flag international jury. For a beach to be awarded, it must meet at least thirty of the Blue Flag's criteria spanning four categories. Meanwhile, for a marina to be awarded, it must meet at least thirty-eight criteria spanning six categories. The awards are announced yearly on 5 June for Europe, Canada, Morocco, Tunisia, and other countries in a similar geographic location, and on 1 November for the Caribbean, New Zealand, South Africa, and other countries in the southern hemisphere.
In the European Union, the water quality standards are incorporated in the EC Water Framework Directive.

Blue Flags awarded
2024 Awards
As a result of the 2024 award cycle, a total of 5,010 Blue Flags are waving around the world. Spain was the most awarded country, with a total of 747 Blue Flags.

Table of Blue Flags in force 2024
The table below lists the total number of Blue Flags (including beaches, marinas, and boats) in each country as a result of the 2024 awards cycle (with a few countries listed containing only information from the 2015 awards cycle).

History
The Blue Flag was inspired by the ""Message to the Sea"" campaign (initiated by Marcel Clébant), where students wrote messages and put them inside bottles. These were dropped in the Atlantic Ocean with the in"
GS2,Live fish trade,"The live fish trade can refer to the live food fish trade (for human consumption) or to the ornamental fish trade (for aquariums).  The fish can come from many places, but most comes from Southeast Asia.
The live food fish trade is a global system that links fishing communities with markets, primarily in Hong Kong and mainland China.  Many of the fish are captured on coral reefs in Southeast Asia or the Pacific Island nations.

Consumer demand
Within the live food trade there are certain types of fish demanded more often by consumers, particularly smaller and medium-sized fish. According to the book While Stocks Last: The Live Reef Food Fish Trade consumer demand has caused the fish captured on coral reefs to be the most valued fish in the trade. Consumers are important because they are directly purchasing these fish species at restaurants and stores. In addition to these types of fishes, many juvenile fish are used for the live food trade. There are also cultural and regional preferences among consumers, for example, Chinese consumers often prefer their fish to be reddish in color believing the color to be auspicious. These preferences inevitably affect the biodiversity of marine life making certain fish species rarer to find.
The life fish food trade is a lucrative business. According to University of Washington Professor Patrick Christie, live fish caught for food export earns approximately $6000 a ton. To help support themselves and their families, fishermen in Oceania and Southeast Asia sometimes use illegal fishing methods. Although many feel the fish are worth the cost, a typical dinner can cost up to one hundred dollars per kilogram. The wholesale value on these fish is anywhere from eleven US dollars to sixty-three US dollars per kilogram, meaning there’s a large markup and resale value. (Hong Kong alone is estimated to be about four hundred million US dollars a year.) Because this trade frequently uses illegal methods of collecting (using cyanide), there i"
GS2,Winter solstice,"The winter solstice, or hibernal solstice, occurs when either of Earth's poles reaches its maximum tilt away from the Sun. This happens twice yearly, once in each hemisphere (Northern and Southern). For that hemisphere, the winter solstice is the day with the shortest period of daylight and longest night of the year, and when the Sun is at its lowest daily maximum elevation in the sky. Each polar region experiences continuous darkness or twilight around its winter solstice. The opposite event is the summer solstice.
The winter solstice occurs during the hemisphere's winter. In the Northern Hemisphere, this is the December solstice (December 21 or 22) and in the Southern Hemisphere, this is the June solstice (June 20 or 21). Although the winter solstice itself lasts only a moment, the term also refers to the day on which it occurs. Traditionally, in many temperate regions, the winter solstice is seen as the middle of winter, ""midwinter"" is another name for the winter solstice, although it carries other meanings as well. Other names are the ""extreme of winter"", or the ""shortest day"".
Since prehistory, the winter solstice has been a significant time of year in many cultures and has been marked by festivals and rites. This is because it is the point when the shortening of daylight hours is reversed and the daytime begins to lengthen again. In parts of Europe it was seen as the symbolic death and rebirth of the Sun. Some ancient monuments such as Newgrange, Stonehenge, and Cahokia Woodhenge are aligned with the sunrise or sunset on the winter solstice.

History and cultural significance
There is evidence that the winter solstice was deemed an important moment of the annual cycle for some cultures as far back as the Neolithic (New Stone Age). Astronomical events were often used to guide farming activities, such as the mating of animals, the sowing of crops and the monitoring of winter reserves of food. Livestock were slaughtered so they would not have to be fed during the"
GS2,No Bra Day,"No Bra Day is an annual observance on October 13 on which women are encouraged to go braless as a means to encourage breast cancer awareness. No Bra Day was initially observed on July 9, 2011, but within three years it had moved to the 9th day of the National Breast Cancer Awareness Month, August. Users on social media are encouraged to post using the hashtag #nobraday to promote awareness of breast cancer symptoms and to encourage gender equality. Some users on social media sites also encourage women to post pictures of themselves not wearing a bra. Some women embrace No Bra Day as a political statement while others prefer the comfort of discarding what they view as a restrictive, uncomfortable garment.
The observance has spread worldwide. The event was spun off a medical event in Toronto, Canada, that encourages breast cancer survivors to consider reconstructive surgery. First held on October 19, 2011, the medical event was named BRA (Breast Reconstruction Awareness) Day. It was adapted by an anonymous individual who conceived of No Bra Day as a way to encourage women to enjoy being braless and to become knowledgeable about breast cancer symptoms. The day is controversial as some see it as sexualizing and exploiting women's bodies while at the same time belittling a serious disease.

History
Event origins
The original event known as ""BRA Day"" was started by Toronto plastic surgeon Dr. Mitchell Brown. The first BRA Day event, titled ""Breast Reconstruction – An Evening of Learning and Sharing"", was held in Toronto, Canada at Women's College Hospital and Toronto General Hospital on October 19, 2011. Brown found that many Canadian women who underwent a mastectomy due to breast cancer resisted undergoing reconstructive surgery. He founded ""Breast Reconstruction Awareness"" (BRA) Day to increase women's awareness of the availability of reconstructive breast surgery. BRA day is intended to raise awareness of breast cancer screening, alert women to breast cancer symptoms, "
GS2,Open border,"An open border is a border that enables free movement of people and often of goods between jurisdictions with no restrictions on movement and is lacking a border control. A border may be an open border due to intentional legislation allowing free movement of people across the border (de jure), or a border may be an open border due to a lack of legal controls, a lack of adequate enforcement or adequate supervision of the border (de facto). An example of the former is the Schengen Agreement between most members of the European Economic Area (EFTA and the EU). An example of the latter has been the border between Bangladesh and India, which is becoming controlled. The term ""open borders"" applies only to the flow of people, not the flow of goods and services, and only to borders between political jurisdictions, not to mere boundaries of privately owned property.
Open borders are the norm for borders between subdivisions within the boundaries of sovereign states, though some countries do maintain internal border controls (for example between the People's Republic of China mainland and the special administrative regions of Hong Kong and Macau, or between the United States and the unincorporated territories of Guam, the Northern Mariana Islands and American Samoa, and the Minor Outlying Islands). Open borders are also usual between member states of federations, though (very rarely) movement between member states may be controlled in exceptional circumstances. Federations, confederations and similar multi-national unions typically maintain external border controls through a collective border control system, though they sometimes have open borders with other non-member states through special international agreements –  such as between Schengen Agreement countries as mentioned above.
In the past, many states had open international borders either in practice or due to a lack of any legal restriction. Many authors, such as John Maynard Keynes, have identified the early 20th cent"
GS2,International Contact Group,"International Contact Groups are ""informal, non-permanent international bodies that are created ad hoc, with the purpose of coordinating international actors in their aim of managing a peace and security crisis in a specific state or region (single-issue). They are founded and formed out of by states and/or international organizations/regional organizations. They do not have own administrative structures, but are official announced and meet periodically."" Since 1977, at least 27 ICGs  have been formed.
Examples of such groups include:

OSCE Minsk Group
Western Contact Group, Namibia, 1977
Contact Group (Balkans) (1994)
International Contact Group (Basque politics)
International Contact Group on Liberia (1996)
International Contact Group for Libya (2015)
International Contact Group on the Mano River Basin (2002)
Contact Group on Piracy off the Coast of Somalia (since 2008)
Friends of Syria Group, an International Contact group for Syria (London 11)
International Somalia Contact Group (since 1998)
International Contact Group, part of the Framework Agreement on the Bangsamoro for the Southern Philippines Peace Process (2009)
International Contact Group on Venezuela (since 2019)

Literature
I. Henneberg, 'International Contact Groups: Ad hoc coordination in international conflict management', in: South African Journal of International Affairs. Vol. 27, Nr. 4, 2020, p. 445-472. DOI: 10.1080/10220461.2020.1877190.
M.P. Karns, ‘Ad Hoc Multilateral Diplomacy: The United States, the Contact Group, and Namibia,’in: International Organization 41, no. 1 (1987): 93–123
C. Schwegmann,‘Modern Concert Diplomacy: The Contact Group and the G7/8 in Crisis Management,’ in: Guiding Global Order: G8 Governance in the Twentyfirst Century, ed. J.J. Kirton, J.P. Daniels, and A. Freytag (Ashgate, 2001), 93–121.
K. Herbolzheimer and E. Leslie, Innovation in Mediation Support: The International Contact Group in Mindanao (2013). Archived March 31, 2016, at the Wayback Machine


== References =="
GS2,Monism and dualism in international law,"The terms monism and dualism are used to describe two different theories of the relationship between international law and domestic law. Monism and dualism both offer approaches to how international law comes into effect within states, and how conflicts between national and international law are resolved. In practice, many states are partly monist and partly dualist in their actual application of international law in their national systems.

Monism
Monists accept that the internal and international legal systems form a unity. Both national legal rules and international rules that a state has accepted, for example by way of a treaty, determine whether actions are legal or illegal. In most so-called ""monist"" states, a distinction between international law in the form of treaties, and other international law, e.g., customary international law or jus cogens, is made; such states may thus be partly monist and partly dualist.
In a pure monist state, international law does not need to be translated into national law. It is simply incorporated and has effect automatically in national or domestic laws. The act of ratifying an international treaty immediately incorporates the law into national law; and customary international law is treated as part of national law as well. International law can be directly applied by a national judge, and can be directly invoked by citizens, just as if it were national law. A judge can declare a national rule invalid if it contradicts international rules because, in some states, international rules have priority. In other states, like in Germany, treaties have the same effect as legislation, and by the principle of Lex posterior derogat priori (""Later law removes the earlier""), only take precedence over national legislation enacted prior to their ratification.
In its most pure form, monism dictates that national law that contradicts international law is null and void, even if it post-dates international law, and even if it is constitutional i"
GS2,List of telephone country codes,"Telephone country codes, originally termed International Codes by the International Telegraph and Telephone Consultative Committee (C.C.I.T.T.) in 1960, but also sometimes referred to as ""country dial-in codes"", or historically ""international subscriber dialing"" (ISD) codes in the U.K., are telephone number dialing prefixes for reaching subscribers in foreign countries or areas via international telecommunication networks. Country codes are defined by the  International Telecommunication Union (ITU) in ITU-T standards E.123 and E.164. The prefixes enable international direct dialing (IDD).
Country codes constitute the international telephone numbering plan. They are used only when dialing a telephone number in a country or world region other than the caller's. Country codes are dialed before the national telephone number, but require at least one additional prefix, the international call prefix which is an exit code from the national numbering plan to the international one. In most countries, this prefix is 00, an ITU recommendation; it is 011 in the countries of the North American Numbering Plan while a minority of countries use other prefixes.

Overview
This table lists in its first column the initial digits of the country code shared by each country in each row, which is arranged in columns for the last digit (x). When three-digit codes share a common leading pair, the shared prefix is marked by an arrow, ( ↙ ) pointing down and left to the three-digit codes. Unassigned codes are denoted by a dash (—). Countries are identified by ISO 3166-1 alpha-2 country codes; codes for non-geographic services are denoted by two asterisks (**).

World numbering zones
The world numbering zones were defined by the C.C.I.T.T. in Recommendation E.29 in 1964. They were generally defined geographically, with exceptions for political and historical alignments. The terminology is largely obsolete.

Zone 1, the North American Numbering Plan, uses country code 1 plus a three-digit area "
GS2,Salzburg Forum,"The Salzburg Forum (SF) is a Central European security partnership of Austria, Bulgaria, Croatia, the Czech Republic, Hungary, Poland, Romania, Slovakia and Slovenia.
Member states cooperate in areas of police cooperation, illegal immigration, witness protection, fight against drugs, traffic safety and other areas of internal security.
They also focus on positions coordination and advancing common interests in the European Union in the area of Home Affairs.
At least two conferences of interior ministers per year are held.
As a rule, three SF ministerial meetings are held per year. One meeting takes place in the country holding the presidency and one further meeting is usually held in summer in Austria. In addition, ministers regularly meet in the margins of EU Council meetings.

Purpose
In a report on migration in the Czech Republic, the responsible Czech ministry published the following summary on SF.

“The Ministers of the Interior of the Czech Republic, Hungary, Poland, Austria, Slovakia, and Slovenia have cooperated within the Salzburg groups since the adoption of the Salzburg Declaration in 2001. Ministers of Bulgaria and Romania joined the group in 2005 as candidate countries of the European Union. This cooperation became a basis for close partnership of participating countries in activities relating to internal security and regional stability. The initial objective of the Salzburg Group was, through mutual cooperation and exchanges of experience, to facilitate the inclusion of candidate countries and new EU Member States into a single European area of freedom, security and justice, with priorities being police cooperation, border checks, illegal migration, and asylum. Activities of the Salzburg Group focus nowadays mainly on specific cooperation in the area of common regional issues in the context of membership of the Salzburg Group states in the European Union. The Salzburg Group is, according to the statement of the Commissioner for Justice and Home Affairs"
GS2,Senior Foreign Service,"The Senior Foreign Service (SFS) comprises the top four ranks of the United States Foreign Service.  These ranks were created by the Foreign Service Act of 1980 and Executive Order 12293 in order to provide the Foreign Service with senior grades equivalent to general and flag ranks in the military and naval establishments, respectively, and to grades in the Senior Executive Service.  Like military ranks and other Foreign Service ranks, the Senior Foreign Service grade system assigns rank in person, not rank in position.

Grade structure
The four grades, from highest to lowest, with their military and former Senior Executive Service  equivalents (i.e., prior to the SES's shift to an open-range compensation system), are:

Only one of these ranks, Career Ambassador, is established by law.  The Foreign Service Act of 1980 stipulates, ""The President may, by and with the advice and consent of the Senate, confer the personal rank of career ambassador upon a career member of the Senior Foreign Service in recognition of especially distinguished service over a sustained period.""  Otherwise, the 1980 Act states the President shall ""prescribe salary classes for the Senior Foreign Service and shall prescribe an appropriate title for each class.""  President Ronald Reagan established the other three Senior Foreign Service ranks with Executive Order 12293.

Protocol
According to McCaffree's Protocol: The Complete Handbook of Diplomatic, Official & Social Usage, Career Ministers of the Senior Foreign Service are to be accorded the honorific ""The Honorable"".  Career Ambassadors, as ambassadors, are accorded the honorific ""Her/His Excellency"".

Pay scale
The Senior Foreign Service pay system is an open-range, performance-based pay system that is linked to the Senior Executive Service (SES) pay system. SFS members, like SES members, are not entitled to automatic across-the-board increases and locality-based comparability payments. Instead, pay adjustments are based on a member's indivi"
GS2,World Day for the End of Speciesism,"The World Day for the End of Speciesism (WoDES) is an international event aimed at denouncing speciesism, which is discrimination against non-human animals on the basis of their species. WoDES has been held annually at the end of August since 2015.

See also
World Day for Laboratory Animals
World Day for the End of Fishing

References
External links
Official website"
GS2,Dissolution of the union between Norway and Sweden,"The dissolution of the union (Bokmål: unionsoppløsningen; Nynorsk: unionsoppløysinga; Landsmål: unionsuppløysingi; Swedish: unionsupplösningen) between the kingdoms of Norway and Sweden under the House of Bernadotte, was set in motion by a resolution of the Storting on 7 June 1905. Following some months of tension and fear of an outbreak of war between the neighbouring kingdoms (then in personal union) – and a Norwegian plebiscite held on 13 August which overwhelmingly backed dissolution – negotiations between the two governments led to Sweden's recognition of Norway as an independent constitutional monarchy on 26 October 1905. On that date, King Oscar II renounced his claim to the Norwegian throne, effectively dissolving the United Kingdoms of Sweden and Norway, and this event was swiftly followed, on 18 November, by the accession to the Norwegian throne of Prince Carl of Denmark, taking the name of Haakon VII.

Background
Norwegian nationalistic aspirations in 1814 were frustrated by Sweden's victory in a brief but decisive war that resulted in Norway entering into a personal union with Sweden.  The Norwegian constitution was largely kept intact. Norway legally had the status of an independent state with its own parliament, judiciary, legal system, armed forces, flag, and currency. However, Norway and Sweden shared a common monarch and conducted a common foreign policy through the Swedish ministry of foreign affairs. There largely existed feelings of goodwill between the two peoples, and the King generally tried to act in the interest of both Kingdoms.
However, over the years, a divergence of Norwegian and Swedish interests became apparent. In particular, Norwegians felt that their foreign policy interests were inadequately served by Sweden's ministry of foreign affairs. There were several driving factors behind the growing conflict:

The Norwegian economy was more dependent on foreign trade and thus more sensitive to the protectionist measures favored by the merc"
GS2,Solidarity Fund PL,"Solidarity Fund PL (Polish: Fundacja Solidarności Międzynarodowej) is a Polish non-profit organisation established in 2001 as the Polish Foundation for International Development Cooperation ""Know-How.""

History
The Fund has been operating under its present name Solidarity Fund PL since 2013. Fund supports democratic transformations, building of civil society, good governance, free media, human rights organisation, development of local democracy, and sharing experience on economic and systemic transitions beyond the Polish borders. The role of the Solidarity Fund PL in the Polish development cooperation system is defined in the Development Cooperation Act of 16 September 2011, under which the Minister of foreign Affairs may request the Fund to carry out tasks in countries which are in a special political situation.
The activities of the Fund are supported mainly with the Polish Development Cooperation funding. Other donors include USAID, GIZ, EuropeAid, and the governments of Canada and Switzerland. Solidarity Fund PL both implements its own cross-border projects and give grants to Polish NGOs. The Foundation conducts Information Centre for Local Authorities in Moldova and two branches in Georgia and Ukraine.
The Fund uses the logo of the first Polish presidency of the EU (in 2011), designed by Jerzy Janiszewski, the author of the graphic symbol of the ""Solidarity"" Trade Union.

References
External links
Official website"
GS2,International Day for the Remembrance of the Slave Trade and its Abolition,"The International Day for the Remembrance of the Slave Trade and its Abolition (French: Journée internationale du souvenir de la traite négrière et de son abolition) is an international day celebrated 23 August of each year, the day designated by UNESCO to memorialize the transatlantic slave trade.
That date was chosen by the adoption of resolution 29 C/40 by the Organization's General Conference at its 29th session. Circular CL/3494 of 29 July 1998, from the Director-General invited Ministers of Culture to promote the day. The date is significant because, during the night of 22 August to 23 August 1791, on the island of Saint Domingue (now known as Haiti), an uprising began which set forth events which were a major factor in the abolition of the transatlantic slave trade.
UNESCO Member States organize events every year on that date, inviting  participation from young people, educators, artists and intellectuals. As part of the goals of the intercultural UNESCO project, ""The Slave Route"", it is an opportunity for collective recognition and focus on the ""historic causes, the methods and the consequences"" of slavery. Additionally, it sets the stage for analysis and dialogue of the interactions which gave rise to the transatlantic trade in human beings between Africa, Europe, the Americas and the Caribbean.

Activity within different nations
The International Day for the Remembrance of the Slave Trade and its Abolition was first celebrated in a number of countries, in particular in Haiti on 23 August 1998, and Senegal on 23 August 1999. A number of cultural events and debates were organized.

France
In 2001 the Museum of Printed Textiles (Musée de l'impression sur étoffes) in Mulhouse, France, conducted a fabric workshop entitled ""Indiennes de Traite"" (a type of calico) used as currency in trade for Africans.

United Kingdom
Liverpool
National Museums Liverpool and the black community in Liverpool have held events to commemorate Slavery Remembrance Day since 1999. The "
